login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
kunaltyagi9,kunaltyagi9/Payroll-System,2019-10-06T11:20:58Z,13,13,Java,True,True,
kunaltyagi9,kunaltyagi9/Quiz-Application-Using-Java,2021-04-10T17:34:59Z,29,29,Java,True,True,
kunaltyagi9,kunaltyagi9/React-Projects,2021-01-20T06:47:17Z,104,104,JavaScript,True,True,
kunaltyagi9,kunaltyagi9/React-Projects-with-Typescript,2023-02-01T08:58:29Z,6,6,TypeScript,True,True,
kunaltyagi9,kunaltyagi9/Snake-Game,2020-05-24T09:48:46Z,14,14,Java,True,True,
kunaltyagi9,kunaltyagi9/Spring-Boot-Projects,2022-06-11T10:32:05Z,10,10,JavaScript,True,True,
kunaltyagi9,kunaltyagi9/Spring-Boot-with-Angular,2020-01-15T13:54:19Z,17,17,TypeScript,True,True,
kunaltyagi9,kunaltyagi9/Travel-and-Toursim-Management-System,2020-09-28T17:07:46Z,40,40,Java,True,True,
kunaltyagi9,kunaltyagi9/University-Management-System,2019-10-31T08:22:52Z,54,54,Java,True,True,
kunaltyagi9,kunaltyagi9/Web-Browser,2020-11-28T07:08:27Z,6,6,Java,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/2020.fossasia.org,2019-05-02T19:14:58Z,0,0,HTML,True,False,
ShreyaPrasad1209,ShreyaPrasad1209/8cc,2020-03-17T09:24:10Z,0,0,,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/accessibility-snippets,2021-07-16T03:42:32Z,1,1,,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/advanced-css-course,2019-04-06T06:49:44Z,0,0,CSS,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/Algo,2019-01-19T10:00:23Z,0,0,C++,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/all-contributors,2021-10-04T12:45:04Z,0,0,,True,False,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/Amazon-Interview-Questions,2020-05-09T04:30:40Z,10,10,C++,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/amazon-rekognition-video-analyzer,2021-11-13T05:13:52Z,0,0,,True,False,Other
ShreyaPrasad1209,ShreyaPrasad1209/amplication,2022-05-17T09:05:43Z,0,0,TypeScript,True,True,Apache License 2.0
ShreyaPrasad1209,ShreyaPrasad1209/angular,2021-04-07T18:45:06Z,0,0,TypeScript,True,False,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/anitab-org.github.io,2021-10-17T16:51:30Z,1,1,,True,True,GNU General Public License v3.0
ShreyaPrasad1209,ShreyaPrasad1209/api,2022-07-09T12:45:45Z,0,0,,True,False,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/appwrite,2022-07-10T03:04:55Z,0,0,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
ShreyaPrasad1209,ShreyaPrasad1209/assignment-submit-portal,2019-06-25T17:36:28Z,0,0,,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/Auto-DL,2022-01-25T11:19:43Z,0,0,JavaScript,True,False,GNU General Public License v3.0
ShreyaPrasad1209,ShreyaPrasad1209/Avataran-2.0,2019-02-07T19:45:40Z,0,0,CSS,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/awesome-competitive-programming,2020-05-19T14:37:32Z,3,3,,True,True,Creative Commons Attribution 4.0 International
ShreyaPrasad1209,ShreyaPrasad1209/awesome-interview-questions,2019-11-15T18:31:26Z,2,2,,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/Basic-Android-Apps,2020-12-16T06:37:28Z,0,0,Java,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/Bauddhik-Geeks.github.io,2021-10-16T06:58:07Z,1,1,HTML,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/benefit-client,2019-04-05T07:43:33Z,0,0,CSS,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/BenefitIOSApplication,2019-04-05T07:43:56Z,0,0,Swift,True,True,Apache License 2.0
ShreyaPrasad1209,ShreyaPrasad1209/Blog,2021-04-03T12:19:39Z,0,0,SCSS,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/bloom,2023-09-30T17:18:51Z,0,0,TypeScript,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/Bloomberg-London-Interview-Questions,2021-01-31T09:41:58Z,6,6,C++,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/C-Plus-Plus,2020-05-11T17:53:48Z,0,0,,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/cb-github,2019-01-19T10:21:14Z,0,0,HTML,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/cetb-hack,2020-10-03T14:26:14Z,0,0,,True,True,
ShreyaPrasad1209,ShreyaPrasad1209/CircuitVerse,2021-06-19T07:45:03Z,1,1,JavaScript,True,True,MIT License
ShreyaPrasad1209,ShreyaPrasad1209/CircuitVerseDocs,2021-04-06T16:05:15Z,0,0,,True,True,
nathvarun,nathvarun/angular.js,2014-02-26T09:56:15Z,0,0,JavaScript,True,True,MIT License
nathvarun,nathvarun/Apple-Music-UI-Pan-Animation-Tutorial,2018-03-31T06:25:48Z,77,77,JavaScript,True,True,MIT License
nathvarun,nathvarun/awesome-ios,2016-11-19T19:10:23Z,0,0,Swift,True,False,MIT License
nathvarun,nathvarun/colour-schemes,2013-05-08T16:44:29Z,0,0,VimL,True,True,Other
nathvarun,nathvarun/Custom-React-Native-Snippets-Unsure-Programmer,2018-04-22T10:11:03Z,170,170,,True,True,
nathvarun,nathvarun/Declarative-Animations-Practice,2020-05-05T07:55:11Z,1,1,,True,True,
nathvarun,nathvarun/deep-linking-with-expo-series,2021-03-30T00:47:29Z,10,10,JavaScript,True,True,
nathvarun,nathvarun/docs,2013-06-01T17:25:18Z,1,1,,True,True,
nathvarun,nathvarun/Everything-Expo,2019-02-13T10:15:49Z,43,43,JavaScript,True,True,
nathvarun,nathvarun/examples,2018-03-25T09:34:45Z,0,0,,True,True,
nathvarun,nathvarun/expo,2020-11-29T05:30:09Z,0,0,,True,True,MIT License
nathvarun,nathvarun/expo-docs,2017-09-15T18:31:40Z,0,0,JavaScript,True,True,
nathvarun,nathvarun/Expo-Google-Login-Firebase,2019-01-18T18:30:49Z,45,45,JavaScript,True,True,
nathvarun,nathvarun/Expo-Stripe-,2021-06-15T07:22:21Z,0,0,,True,True,
nathvarun,nathvarun/Expo-Stripe-Tutorial,2021-06-15T07:30:49Z,23,23,JavaScript,True,True,
nathvarun,nathvarun/Find-Beer-App-React-Native-,2018-01-14T14:53:07Z,5,5,JavaScript,True,True,
nathvarun,nathvarun/firebase-react-native-sample,2017-04-19T14:27:45Z,1,1,JavaScript,True,True,
nathvarun,nathvarun/FlashCard-App-Firebase-Swift-part-2-3,2017-04-26T06:16:02Z,1,1,Swift,True,True,
nathvarun,nathvarun/FlashCard-App-Part-7-Swift-Firebase-Tutorial,2017-05-09T06:04:22Z,3,3,Swift,True,True,
nathvarun,nathvarun/flutter-uber,2022-02-15T07:15:41Z,20,20,Dart,True,True,
nathvarun,nathvarun/ForceCORS,2013-09-13T10:14:35Z,0,0,JavaScript,True,True,
nathvarun,nathvarun/hekla,2019-06-04T07:35:33Z,0,0,TypeScript,True,True,MIT License
nathvarun,nathvarun/impress.js,2013-06-04T12:01:30Z,0,0,JavaScript,True,True,
nathvarun,nathvarun/Jcrop,2014-01-02T16:29:39Z,0,0,CSS,True,True,Other
nathvarun,nathvarun/jQuery-File-Upload,2013-05-27T12:58:49Z,0,0,JavaScript,True,True,
nathvarun,nathvarun/jQuery-Mobile-Icon-Pack,2013-10-03T15:00:03Z,0,0,CSS,True,True,GNU General Public License v2.0
nathvarun,nathvarun/jquery-mobile-iscrollview,2014-02-23T06:01:47Z,0,0,JavaScript,True,False,
nathvarun,nathvarun/jquery.taboverride,2013-05-25T10:08:47Z,0,0,JavaScript,True,False,
nathvarun,nathvarun/Laravel-4-Generators,2013-05-30T16:55:29Z,0,0,PHP,True,True,
nathvarun,nathvarun/Laravel-Generator,2013-05-13T11:14:54Z,0,0,PHP,True,True,
Swati4star,Swati4star/Alexa-Atlas-Skill,2017-01-26T10:17:11Z,23,23,Java,True,True,
Swati4star,Swati4star/Applied-CS-with-Android,2017-01-19T16:35:22Z,13,13,Java,True,True,
Swati4star,Swati4star/awesome-for-beginners,2020-03-08T17:36:56Z,0,0,,True,False,
Swati4star,Swati4star/awesome-ios,2020-10-01T15:43:01Z,0,0,Swift,True,False,MIT License
Swati4star,Swati4star/awesome-no-login-web-apps,2019-10-11T08:16:33Z,5,5,,True,True,
Swati4star,Swati4star/awesome-web-scraper,2019-10-10T09:31:06Z,1,1,,True,True,MIT License
Swati4star,Swati4star/awesome_bot,2019-10-07T17:48:45Z,0,0,,True,False,MIT License
Swati4star,Swati4star/brackets,2017-10-08T11:18:21Z,0,0,JavaScript,True,True,MIT License
Swati4star,Swati4star/Calculator-React,2016-11-13T10:40:27Z,17,17,JavaScript,True,True,
Swati4star,Swati4star/Easy-Ocr-Scanner-Android,2017-04-07T05:03:54Z,5,5,C,True,True,
Swati4star,Swati4star/Events-Guide,2015-08-23T13:53:06Z,14,14,Java,True,True,
Swati4star,Swati4star/fissure-android,2016-09-12T05:45:59Z,4,4,Java,True,True,GNU General Public License v3.0
Swati4star,Swati4star/git-extra-commands,2019-10-11T08:13:45Z,1,1,,True,True,Apache License 2.0
Swati4star,Swati4star/Images-to-PDF,2016-02-22T10:00:46Z,1196,1196,Java,True,True,GNU General Public License v3.0
Swati4star,Swati4star/MedicoCare,2015-07-07T11:14:33Z,20,20,Java,True,True,
Swati4star,Swati4star/Mobile-store-estimotifier,2015-12-12T17:28:09Z,25,25,Java,True,True,GNU General Public License v3.0
Swati4star,Swati4star/open-event,2016-11-08T04:12:04Z,0,0,,True,False,GNU General Public License v3.0
Swati4star,Swati4star/open-event-android,2016-11-08T03:58:33Z,0,0,Java,True,False,GNU General Public License v3.0
Swati4star,Swati4star/open-source-android-apps,2020-10-01T04:41:37Z,6,6,,True,True,MIT License
Swati4star,Swati4star/open-source-ios-apps,2019-10-10T15:41:36Z,1,1,,True,True,MIT License
Swati4star,Swati4star/opsdroid,2019-10-02T13:13:36Z,0,0,,True,False,Apache License 2.0
Swati4star,Swati4star/personal-sites,2016-11-12T13:48:38Z,5,5,Python,True,True,
Swati4star,Swati4star/powerup-android,2017-03-17T11:35:22Z,1,1,Java,True,True,
Swati4star,Swati4star/react-native-ios-on-linux,2016-12-16T07:10:57Z,1,1,Objective-C,True,True,
Swati4star,Swati4star/susi_android,2016-11-09T04:55:52Z,0,0,Java,True,False,Apache License 2.0
Swati4star,Swati4star/Swati4star.github.io,2016-07-31T07:03:43Z,2,2,CSS,True,True,Other
Swati4star,Swati4star/TIE-Travel-Guide,2015-10-16T14:10:59Z,11,11,HTML,True,True,
Swati4star,Swati4star/todoman,2017-02-21T15:32:14Z,0,0,Python,True,False,ISC License
Swati4star,Swati4star/travelify,2016-10-18T17:22:26Z,13,13,Java,True,True,
Swati4star,Swati4star/UnitConverterUltimate,2016-11-01T17:48:52Z,4,4,Java,True,True,Apache License 2.0
saumya1singh,saumya1singh/100-Days-of-Code-,2020-02-28T14:19:34Z,2,2,,True,True,
saumya1singh,saumya1singh/30DaysOfAppDev-Course,2023-02-01T19:32:52Z,37,37,Kotlin,True,True,
saumya1singh,saumya1singh/AarogyaSetu_Android,2020-05-27T12:21:51Z,0,0,,True,True,Other
saumya1singh,saumya1singh/aboutplanet,2019-03-18T16:31:10Z,0,0,Java,True,True,
saumya1singh,saumya1singh/accordian-demo,2021-03-01T02:06:36Z,0,0,HTML,True,True,
saumya1singh,saumya1singh/ADmobs,2019-06-05T16:50:37Z,0,0,Kotlin,True,True,
saumya1singh,saumya1singh/Advance-UI,2023-01-20T10:44:42Z,2,2,Kotlin,True,True,
saumya1singh,saumya1singh/AlertTypes,2019-03-12T10:00:21Z,1,1,Kotlin,True,True,
saumya1singh,saumya1singh/Algo-Tree,2021-03-10T11:33:16Z,0,0,,True,True,MIT License
saumya1singh,saumya1singh/and-nd-firebase,2019-07-07T07:46:41Z,1,1,Java,True,True,Apache License 2.0
saumya1singh,saumya1singh/android,2019-07-04T13:15:22Z,0,0,Java,True,False,GNU General Public License v2.0
saumya1singh,saumya1singh/Android-Codelabs,2019-05-31T15:13:38Z,0,0,Java,True,True,
saumya1singh,saumya1singh/android-EmojiCompat,2019-06-03T05:41:21Z,2,2,Java,True,True,Apache License 2.0
saumya1singh,saumya1singh/android-examples,2020-01-06T15:43:11Z,1,1,,True,True,Apache License 2.0
saumya1singh,saumya1singh/android-file-chooser,2019-11-03T12:55:09Z,2,2,,True,True,Apache License 2.0
saumya1singh,saumya1singh/android-kotlin-fundamentals-apps,2019-06-02T15:57:34Z,0,0,Kotlin,True,True,Other
saumya1singh,saumya1singh/android-kotlin-fundamentals-starter-apps,2020-01-13T12:09:23Z,3,3,,True,True,Other
saumya1singh,saumya1singh/android-NotificationChannels,2019-06-03T05:45:36Z,0,0,Java,True,True,Apache License 2.0
saumya1singh,saumya1singh/Android-ui-templates,2019-12-13T07:01:35Z,0,0,,True,True,Apache License 2.0
saumya1singh,saumya1singh/AndroidPlayListDemo,2023-01-10T09:42:48Z,0,0,Kotlin,True,True,
saumya1singh,saumya1singh/android_guides,2020-01-06T14:02:33Z,3,3,,True,True,MIT License
saumya1singh,saumya1singh/Anki-Android,2022-01-10T13:22:03Z,1,1,,True,True,GNU General Public License v3.0
saumya1singh,saumya1singh/apps-android-commons,2019-09-14T14:58:40Z,1,1,,True,True,Apache License 2.0
saumya1singh,saumya1singh/awesome-computer-science-opportunities,2020-03-19T09:45:49Z,1,1,,True,True,MIT License
saumya1singh,saumya1singh/awesome-flutter,2020-05-04T01:27:39Z,1,1,,True,False,
saumya1singh,saumya1singh/BackendDictionary,2024-02-17T09:33:35Z,3,3,Kotlin,True,True,
saumya1singh,saumya1singh/bacon,2021-02-15T08:22:33Z,0,0,Java,True,True,Apache License 2.0
saumya1singh,saumya1singh/barview-android,2020-03-07T16:20:57Z,0,0,Java,True,True,
saumya1singh,saumya1singh/blocks-of-android,2019-05-24T08:28:15Z,0,0,CSS,True,True,
saumya1singh,saumya1singh/bookdash-android-app,2019-09-21T13:21:28Z,0,0,,True,True,
nikhilkumarsingh,nikhilkumarsingh/aiml_bot,2017-09-09T16:08:46Z,2,2,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/AllAboutGit,2017-01-04T19:04:43Z,1,1,,True,True,
nikhilkumarsingh,nikhilkumarsingh/AnaliseExploratoria,2017-10-02T17:44:11Z,0,0,Jupyter Notebook,True,True,
nikhilkumarsingh,nikhilkumarsingh/async-http-requests-tut,2020-05-17T21:08:46Z,47,47,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/Automation-Bots,2017-10-03T05:39:44Z,1,1,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/awesome-asyncio,2018-11-12T14:16:20Z,1,1,,True,True,Other
nikhilkumarsingh,nikhilkumarsingh/Awesome-Python-Scripts,2018-10-02T19:49:24Z,8,8,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/awesome-wikidata-scripts,2020-10-17T09:14:32Z,7,7,Jupyter Notebook,True,True,MIT License
nikhilkumarsingh,nikhilkumarsingh/Basics-of-Python,2017-06-12T05:01:20Z,14,14,Jupyter Notebook,True,True,
nikhilkumarsingh,nikhilkumarsingh/blog.codingblocks.com,2017-11-10T13:32:14Z,0,0,JavaScript,True,True,MIT License
nikhilkumarsingh,nikhilkumarsingh/bshare,2018-01-21T06:42:33Z,2,2,Python,True,True,MIT License
nikhilkumarsingh,nikhilkumarsingh/career_compass,2016-12-22T17:35:05Z,1,1,HTML,True,True,
nikhilkumarsingh,nikhilkumarsingh/choropleth-python-tutorial,2020-07-19T12:32:40Z,40,40,Jupyter Notebook,True,True,
nikhilkumarsingh,nikhilkumarsingh/clix,2017-06-01T19:13:49Z,17,17,Python,True,True,MIT License
nikhilkumarsingh,nikhilkumarsingh/cmail,2018-01-24T16:10:38Z,3,3,Python,True,True,MIT License
nikhilkumarsingh,nikhilkumarsingh/code-editor,2016-08-17T18:15:43Z,1,1,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/concurrent-programming-in-python,2018-11-02T06:52:07Z,12,12,Jupyter Notebook,True,True,
nikhilkumarsingh,nikhilkumarsingh/content-downloader,2017-05-21T09:16:03Z,102,102,Python,True,True,MIT License
nikhilkumarsingh,nikhilkumarsingh/dataclasses-tut-reference-material,2019-03-03T18:07:42Z,7,7,Jupyter Notebook,True,True,
nikhilkumarsingh,nikhilkumarsingh/Desktop-Notifier-Example,2017-04-01T16:52:22Z,25,25,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/desktop_reminder,2017-04-09T13:33:26Z,8,8,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/discovering-hidden-apis,2019-03-08T08:50:17Z,10,10,Jupyter Notebook,True,True,
nikhilkumarsingh,nikhilkumarsingh/facebook-messenger-bot,2017-04-17T10:23:31Z,16,16,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/FacebookGraphAPI-Examples,2016-09-12T08:12:17Z,38,38,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/flask-chat-app,2019-11-23T22:47:14Z,55,55,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/flask-lambda,2020-01-12T12:16:15Z,0,0,Python,True,True,Apache License 2.0
nikhilkumarsingh,nikhilkumarsingh/geeksforgeeks,2016-12-14T13:46:40Z,39,39,Python,True,True,
nikhilkumarsingh,nikhilkumarsingh/Glitch-Scripts,2019-11-16T14:58:35Z,1,1,Shell,True,True,GNU General Public License v3.0
nikhilkumarsingh,nikhilkumarsingh/glitch-test,2019-11-16T18:08:21Z,2,2,Shell,True,True,
nikhilkumarsingh,nikhilkumarsingh/globTut,2019-06-27T18:50:28Z,3,3,Jupyter Notebook,True,True,
SnippetCoders,SnippetCoders/angular-excel-export,2020-06-26T15:07:14Z,5,5,TypeScript,True,True,
SnippetCoders,SnippetCoders/flutter-tree-plugin,2022-09-27T20:35:16Z,0,0,Dart,True,True,MIT License
SnippetCoders,SnippetCoders/flutter_admob,2021-03-04T23:45:35Z,14,14,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_bluetooth_printer,2021-09-09T18:44:23Z,23,23,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_cache_manager,2021-06-25T09:17:34Z,1,1,,True,True,MIT License
SnippetCoders,SnippetCoders/flutter_dashboard_http_get_request,2020-08-09T13:18:00Z,10,10,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_debounce_search,2021-07-20T10:31:05Z,5,5,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_dynamic_form_fields,2021-09-13T19:31:56Z,10,10,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_file_downloading,2020-05-11T18:25:40Z,3,3,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_http_post_request,2020-08-03T07:29:52Z,43,43,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_http_request,2020-05-31T19:43:05Z,8,8,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_image_loader,2020-05-31T15:24:11Z,2,2,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_internet_connectivity_check,2021-04-01T06:47:02Z,12,12,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_internet_streaming_radio,2020-07-26T03:21:12Z,22,22,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_listview_infinite_scrolling,2020-07-28T05:40:09Z,20,20,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_live_location_gmap,2021-03-20T11:16:26Z,11,11,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_localization,2020-05-07T16:49:13Z,5,5,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_login_register_nodejs,2021-12-01T17:53:07Z,29,29,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_multilanguage_getx,2021-03-09T22:11:59Z,4,4,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_multiselect,2021-05-21T21:40:45Z,2,2,,True,True,Other
SnippetCoders,SnippetCoders/flutter_nodejs_crud,2021-12-25T10:55:06Z,30,30,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_nodejs_jwt_login_register,2021-10-10T00:04:10Z,14,14,JavaScript,True,True,
SnippetCoders,SnippetCoders/flutter_nodejs_otp,2021-10-29T18:15:34Z,13,13,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_splash_screen,2020-06-09T22:35:50Z,7,7,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_sqlite,2020-08-23T09:44:57Z,7,7,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_wordpress_image_upload,2021-02-07T00:09:15Z,6,6,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_wordpress_push_notification,2021-02-25T21:50:44Z,8,8,Dart,True,True,
SnippetCoders,SnippetCoders/flutter_wordpress_register,2021-05-27T18:13:00Z,5,5,Dart,True,True,
SnippetCoders,SnippetCoders/SnippetCoders,2020-07-23T15:20:42Z,11,11,Dart,True,True,
AakashKumarNain,AakashKumarNain/AakashKumarNain,2023-05-24T17:06:31Z,1,1,,True,True,
AakashKumarNain,AakashKumarNain/aakashkumarnain.github.io,2022-10-16T10:19:20Z,2,2,,True,True,
AakashKumarNain,AakashKumarNain/addons,2019-12-13T09:55:45Z,0,0,Python,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/Agent-E,2024-04-05T07:42:44Z,2,2,,True,False,MIT License
AakashKumarNain,AakashKumarNain/AllStateEDA,2016-11-01T17:15:55Z,0,0,Jupyter Notebook,True,True,
AakashKumarNain,AakashKumarNain/annotated_research_papers,2020-07-19T19:05:19Z,2679,2679,,True,True,MIT License
AakashKumarNain,AakashKumarNain/Applied-Deep-Learning-with-Keras,2017-11-28T09:57:17Z,1,1,Jupyter Notebook,True,True,
AakashKumarNain,AakashKumarNain/augmix,2019-12-25T16:13:25Z,0,0,,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/AugMix_TF2,2019-12-25T16:17:12Z,79,79,Python,True,True,MIT License
AakashKumarNain,AakashKumarNain/awesome-python,2016-09-22T18:35:07Z,1,1,Python,True,False,Other
AakashKumarNain,AakashKumarNain/benchmark_torch_jax,2024-10-17T08:51:46Z,1,1,Python,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/building_models_in_JAX,2022-01-05T16:36:39Z,3,3,Jupyter Notebook,True,True,MIT License
AakashKumarNain,AakashKumarNain/CaptchaCracker,2020-06-14T12:14:20Z,17,17,,True,True,
AakashKumarNain,AakashKumarNain/CatDCGAN,2018-12-01T16:57:46Z,0,0,Jupyter Notebook,True,True,
AakashKumarNain,AakashKumarNain/Chatapp-using-node.js,2016-01-03T16:32:05Z,0,0,JavaScript,True,True,
AakashKumarNain,AakashKumarNain/CLR,2017-09-25T08:06:16Z,0,0,Jupyter Notebook,True,True,MIT License
AakashKumarNain,AakashKumarNain/courses,2017-11-23T18:41:35Z,2,2,Jupyter Notebook,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/CycleGAN_TF2,2020-08-15T13:56:58Z,4,4,,True,True,MIT License
AakashKumarNain,AakashKumarNain/ddpms,2022-11-30T17:42:51Z,0,0,,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/deep-learning-with-python-notebooks,2017-09-06T05:27:41Z,1,1,Jupyter Notebook,True,True,MIT License
AakashKumarNain,AakashKumarNain/DeepLearning,2016-07-24T12:55:51Z,1,1,Jupyter Notebook,True,True,
AakashKumarNain,AakashKumarNain/DeeplearningAI,2018-07-30T16:16:04Z,6,6,Jupyter Notebook,True,True,
AakashKumarNain,AakashKumarNain/DeepRecommender,2017-09-09T17:39:12Z,0,0,Python,True,False,MIT License
AakashKumarNain,AakashKumarNain/diffusion_models,2022-06-15T15:47:26Z,151,151,HTML,True,True,MIT License
AakashKumarNain,AakashKumarNain/docs,2019-01-11T05:39:44Z,1,1,Jupyter Notebook,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/end-to-end-machine-learning-with-google-cloud,2019-02-24T14:56:55Z,2,2,Python,True,True,
AakashKumarNain,AakashKumarNain/equinox,2024-03-10T16:55:23Z,0,0,Python,True,True,Apache License 2.0
AakashKumarNain,AakashKumarNain/Feline-reticulocytes,2018-04-29T17:39:47Z,0,0,Jupyter Notebook,True,True,
AakashKumarNain,AakashKumarNain/gpt2_jax,2024-07-27T16:15:25Z,0,0,Python,True,True,MIT License
AakashKumarNain,AakashKumarNain/imagenet18,2018-09-21T15:41:46Z,0,0,Python,True,True,
PrathamKumar14,PrathamKumar14/algorithms,2019-10-09T06:47:13Z,2,2,,True,True,
PrathamKumar14,PrathamKumar14/Art_Book,2020-06-29T13:37:36Z,5,5,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/Authentication-Secrets,2020-01-21T05:16:44Z,4,4,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/Button-effect,2020-05-07T10:43:48Z,2,2,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/ChatGPT-Prompts,2023-01-13T14:43:50Z,370,370,,True,True,
PrathamKumar14,PrathamKumar14/Chaty,2020-07-30T11:16:21Z,14,14,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/contact-form,2020-11-18T16:03:16Z,3,3,HTML,True,True,
PrathamKumar14,PrathamKumar14/COVID-19-tracker,2020-04-15T19:11:49Z,7,7,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/crypto-fiat,2020-02-23T05:12:34Z,0,0,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/CSS-Layout-Notes,2021-03-15T16:10:59Z,484,484,,True,True,
PrathamKumar14,PrathamKumar14/CSS-only-Portfolio,2020-10-01T07:54:20Z,1,1,HTML,True,True,
PrathamKumar14,PrathamKumar14/CSS-Portfolio,2020-06-03T10:32:54Z,7,7,HTML,True,True,
PrathamKumar14,PrathamKumar14/Data-Structures-Algorithms-Hacktoberfest-2K19,2019-10-07T08:30:48Z,1,1,,True,True,MIT License
PrathamKumar14,PrathamKumar14/demos,2021-08-31T20:55:57Z,2,2,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/DevRel-Stack-Data,2022-04-21T10:18:16Z,0,0,,True,False,
PrathamKumar14,PrathamKumar14/Dice-Game,2020-01-09T14:02:55Z,1,1,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/direflow,2020-10-01T05:53:58Z,1,1,TypeScript,True,True,MIT License
PrathamKumar14,PrathamKumar14/Drum-Kit,2020-01-09T04:09:36Z,2,2,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/Dynamic-landing-page,2020-04-14T17:29:23Z,2,2,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/eduease,2020-12-19T21:04:26Z,3,3,HTML,True,True,
PrathamKumar14,PrathamKumar14/Express-React,2020-04-09T07:40:06Z,2,2,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/Face-Recognition-Based-Attendance-System,2019-10-01T13:59:34Z,1,1,Python,True,True,
PrathamKumar14,PrathamKumar14/FaceLock,2020-10-01T16:31:16Z,1,1,Python,True,True,
PrathamKumar14,PrathamKumar14/featured-tweets,2022-04-09T17:24:37Z,5,5,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/firstrepo,2019-10-03T06:02:28Z,1,1,Java,True,True,
PrathamKumar14,PrathamKumar14/Forgot-password,2020-04-05T17:56:20Z,3,3,HTML,True,True,
PrathamKumar14,PrathamKumar14/github-id-card,2020-07-11T11:53:30Z,3,3,JavaScript,True,True,
PrathamKumar14,PrathamKumar14/Hooks-In-Depth,2020-04-23T10:53:06Z,14,14,JavaScript,True,True,
